CaseID	NodeID
1	250113064
1	1001012232
1	1001016719
1	1001015484
1	15020041159
1	1001047650
1	15020072958
1	15020021242
1	1502007771
1	1001013399
1	15020012141
3	1001024566
3	1001042646
3	15020062445
4	2501124190
5	1001035690
5	1001053931
5	3001142563
5	1001023497
5	100105296
5	1001028045
5	1001033825
5	3001172014
5	15020074699
5	1001048486
5	15020036911
5	100103460
5	1001049855
5	15020028890
5	1001023985
5	100108683
5	1001030324
5	15020067672
5	1001045173
9	1001033400
9	15020081188
9	100101187
9	1001038892
9	1001049804
9	2501122034
9	1001051619
9	1001053078
9	15020077418
10	15020021027
10	2003002182
10	20030021475
10	1001016994
10	3001148205
10	1001039782
10	1502009259
10	15020015341
10	15020056494
10	1001019707
10	1001021
10	100109379
10	10010732
10	15020085843
10	20030014867
10	1001022930
10	1001042963
10	1001053267
10	3001143583
10	1001014100
10	1001053876
12	1001020344
12	1001052765
12	15020022378
13	1001050603
13	15020084965
13	15020064098
13	1001043448
13	250112945
13	1001053441
13	15020079081
15	2501114474
16	1502006174
16	1001012624
17	1001027546
17	15020036977
17	1001039656
17	15020058266
17	1001030353
17	1001040641
19	1001053282
19	15020084494
19	1001053219
19	1001021091
19	1001010045
19	1001039666
19	15020090462
19	15020078237
19	1001019255
19	1001050613
19	15020084632
19	1001016843
19	1001049867
19	15020065892
19	15020077540
19	100109907
19	15020063653
19	1001035597
19	1001016327
19	1001011483
19	1001056089
19	1001043231
19	15020045686
19	15020079102
19	1502003775
19	15020056253
19	15020078778
19	1001050199
20	15020042677
20	1001047709
20	1001033095
20	2501123657
21	2501124245
21	3001162625
21	15020031621
21	1001024797
21	2501128819
21	25011546
21	15020087151
21	1001014178
21	15020067934
21	1001045299
21	1001029617
21	1001023239
22	15020022595
22	1001032574
22	15020016244
22	15020061957
22	1001022972
22	15020060518
22	15020027831
22	1001020455
22	1001042407
22	2501120041
24	15020079911
24	1001030699
24	1001051000
24	1001046888
24	1001021209
24	15020088468
24	1001020783
24	1001055110
24	1001051831
24	1001034948
24	15020023310
25	15020075334
25	3001187040
25	15020024266
25	1001041210
25	3001136752
25	20030017139
25	15020047065
25	1001022641
25	15020058591
25	3001161029
25	15020037869
25	15020071017
25	2003002193
25	2003007696
25	20030015446
25	1001045918
25	15020065650
25	15020060533
25	20030018269
25	3001141336
25	20030014756
25	3001183904
25	3001131298
25	1001030766
25	1001046755
25	15020084877
25	15020027146
25	1001040486
25	3001153452
25	20030014506
25	20030023601
25	1001030006
25	15020066458
25	3001141513
25	20030015116
25	1502004591
25	2003003663
25	15020053676
25	1001021253
25	100106886
25	15020052914
25	2003004816
25	1001028702
25	100107906
25	1001020508
25	1001035228
25	100107791
25	1001053398
25	1001026261
26	2003004706
26	3001157152
26	15020068292
26	15020048327
26	1001034221
26	15020066894
26	1502007381
26	15020084372
26	15020051412
26	20030018418
26	1001044786
26	3001182594
26	1001037323
26	20030023047
26	2003002304
26	1502005154
26	1001031106
26	2003008010
26	20030024009
26	3001143629
26	1001016838
26	15020013231
26	15020090344
26	10010152
26	1001053723
26	1001044571
26	3001130196
26	3001187799
26	3001165780
26	20030014098
26	1001013213
26	20030014879
26	15020044987
28	1001035387
28	1001027163
28	15020055043
28	1001042159
28	1001047266
28	1001039063
28	15020047389
29	2501110834
29	1001010440
29	1001038924
29	1001050029
29	1001038146
29	1001031874
29	15020048842
29	15020012588
29	1001031320
29	1001036089
29	15020058996
29	15020054743
29	1001051057
29	15020039004
29	1001015701
29	1001044853
32	3001141869
33	1001022602
33	15020074183
33	1502001735
33	1001010472
33	15020053443
33	15020015942
33	20030017538
33	15020014793
33	1001029889
33	1001025606
33	3001159442
33	1001013177
33	15020027059
33	1001048249
33	1001048766
33	1001017278
33	1001016733
33	15020038519
33	1001039602
33	1001038291
33	1001040758
