CaseID	NodeID
1	1001051883
1	15020021242
3	15020062445
3	1502009621
4	15020143932
4	1001027446
5	20030012710
5	15020011628
9	1001027897
9	1502007108
10	2003002182
10	150200124
10	1502005976
10	15020016566
12	15020046906
12	1502008236
13	15020018561
13	1001035397
13	1001018008
13	15020019375
15	1502011179
15	10010292
16	1001019083
16	15020019708
16	15020019710
16	15020062233
17	15020079687
17	1502002401
17	15020058266
17	15020073480
19	15020078779
19	15020050001
19	1001044316
19	1001050458
20	15020024853
20	1001021545
21	2501128819
21	10010976
22	1001023169
22	15020016244
24	15020079911
24	15020073093
25	3001141336
25	20030023601
25	2003007696
25	20030017139
26	3001182594
26	2003004706
28	1001035170
28	15020021219
28	15020046951
28	15020050078
29	1001024033
29	15020014961
29	15020029990
29	15020029991
32	15020073426
32	1001038162
33	15020038519
33	1502007382
33	15020012796
33	1001022602
34	2501118335
34	1001011457
36	15020064027
36	15020022030
36	1502005557
36	15020010841
37	15020023221
37	150200487
37	15020059386
37	15020072262
38	1001054619
38	15020037577
38	15020087419
38	15020087420
40	15020125509
40	100106267
41	2003007607
41	1502009976
41	15020039352
41	15020086606
42	3001151658
42	20030018338
44	100105893
44	15020019036
44	15020124037
44	15020124038
46	15020057642
46	15020022536
48	100101911
48	15020010349
48	15020025883
48	1502017638
49	20030022661
49	1502001404
49	15020059788
49	15020065129
50	2501121848
50	1001012038
52	15020083394
52	15020026481
54	2003001557
54	150200895
55	15020130709
55	100107567
56	15020058845
56	15020038008
56	15020084479
56	15020042267
58	20030020534
58	15020016927
58	15020020783
58	15020036227
60	20030011523
60	15020014374
60	15020015613
60	15020021079
63	15020081458
63	15020016880
63	15020086325
63	1001029982
64	1001015677
64	15020018258
65	1001037862
65	15020052541
67	15020074607
67	15020029086
68	15020050168
68	15020015742
68	15020049498
68	15020063413
69	3001153757
69	2003004472
70	100104080
70	15020010380
71	15020019361
71	1502006825
73	1502002322
73	15020023678
77	3001153721
77	200300136
78	1001036201
78	1502004147
79	100109208
79	15020137238
81	3001143705
81	20030014502
82	1001055875
82	15020018874
83	2501117796
83	1001033832
84	15020018958
84	15020058863
84	1001018713
84	1001019705
88	15020076779
88	15020034177
88	15020060438
88	15020077717
89	15020057801
89	15020082093
89	15020085138
89	1001040416
90	15020126049
90	100106402
91	2501118232
91	1001042913
92	1502006567
92	1502007094
93	15020059019
93	15020026628
94	3001164609
94	20030021711
95	15020060971
95	15020023195
95	1502004403
95	15020028594
96	15020042985
96	1502008751
97	2501119932
97	1001034104
99	1001023420
99	15020028724
100	15020142480
100	1001027079
101	1001045808
101	15020021525
101	15020064944
101	15020066058
102	1001033464
102	15020015138
102	15020043447
102	15020036479
103	3001133830
103	20030014154
104	20030017913
104	150200779
105	20030023612
105	15020020117
106	3001157234
106	20030014543
107	15020071045
107	15020039720
107	15020066266
107	15020055053
108	100105709
108	15020123351
108	15020123352
108	15020123353
110	1502017096
110	100101782
111	15020149687
111	1001028884
112	1502012524
112	10010631
113	15020070717
113	15020036524
113	15020087620
113	1001046619
114	20030015304
114	15020057122
115	100104626
115	15020118846
115	15020118847
115	15020118848
116	15020070043
116	150200289
117	3001189773
117	20030011827
118	15020036073
118	15020018752
118	15020079925
118	1001017821
119	15020011559
119	15020032522
119	15020046405
119	15020060880
120	3001143176
120	2003005872
121	15020052976
121	15020026087
122	3001146552
122	20030010016
122	20030010461
122	20030014339
123	15020043551
123	15020080483
124	3001153532
124	200300854
125	15020131972
125	100107895
126	1001012773
126	1502006482
126	15020017259
126	15020048188
127	3001171148
127	20030014174
128	15020010860
128	1502009506
129	2501114577
129	1001010955
131	2003003506
131	1502008843
132	3001184916
132	2003002582
133	2501118740
133	1001013285
135	3001187979
135	2003005921
136	1001023459
136	15020010226
137	3001181384
137	20030013434
138	15020019046
138	15020049450
139	200300458
139	150200637
139	15020016035
139	15020046874
140	1001051502
140	15020080949
141	2501118504
141	1001050805
142	20030011006
142	1502003622
143	3001142501
143	2003005918
144	1001046384
144	15020080303
145	100104060
145	15020025609
145	15020026575
145	15020116494
146	15020010427
146	1502003683
146	15020016431
146	15020032758
147	15020047609
147	15020021790
147	15020015783
147	1001035479
148	15020126557
148	100106528
149	1502009019
149	15020022247
149	15020058258
149	15020061103
150	15020145006
150	1001027713
151	1001011512
151	1502003830
152	1001051468
152	15020030708
153	100104425
153	15020010006
153	15020016064
153	15020117988
154	100103020
154	15020028816
156	1001052945
156	15020083909
157	15020026789
157	15020013844
157	15020052795
157	15020074515
158	15020112213
158	100103024
159	3001148007
159	2003004384
160	2501126684
160	1001016633
161	1502012786
161	10010699
162	1001013367
162	1502007701
162	15020025614
162	15020082031
163	15020041946
163	15020020882
165	15020056434
165	15020033181
165	15020065368
165	15020080632
166	1001020306
166	15020022299
169	3001182560
169	2003002306
169	2003003045
169	20030011216
170	1001023356
170	15020028594
171	15020070175
171	15020028558
171	15020056134
171	15020074942
173	15020137527
173	100109281
175	3001165399
175	1001054437
176	3001186136
176	2003003422
177	15020033455
177	15020022237
178	1001016617
178	15020014539
178	15020014540
178	15020014542
179	15020135221
179	100108717
180	15020050487
180	1502007210
180	15020024887
180	1001020497
182	2501116385
182	1001049315
183	15020146281
183	1001028032
184	2501126144
184	1001038211
186	1502006067
186	1502003934
186	1001012568
186	1001037003
187	15020128408
187	100106996
188	20030022048
188	15020017982
190	15020055157
190	15020050153
191	15020049377
191	15020022509
192	15020072944
192	15020018044
192	15020014395
192	15020043583
193	1502002536
193	15020021485
194	1001032421
194	15020018087
196	250114608
196	1001010854
197	1001039713
197	15020056362
197	15020056363
197	15020053366
198	20030013939
198	1502006077
200	150201478
200	10010118
201	1001038512
201	1502004106
201	15020072163
201	15020053886
202	15020077073
202	15020013494
203	1001032116
203	15020060011
203	15020040652
203	15020073445
205	250117114
205	1001012494
207	15020140874
207	1001026691
208	3001145623
208	200300787
209	2501119400
209	100107673
209	1001036805
209	1001042045
210	15020113950
210	100103453
211	1001024355
211	15020030671
213	3001130845
213	2003001221
213	20030011363
213	20030012526
214	100109745
214	150200275
215	150201188
215	1001045
217	1001029578
217	15020010158
217	15020027610
217	15020035351
219	20030024721
219	15020048346
220	15020034940
220	1502007897
221	2501123889
221	1001017140
222	1502005028
222	15020039538
223	20030017583
223	15020010434
224	15020089772
224	15020022622
224	15020053198
224	15020054391
225	3001175450
225	1001011648
226	2003004755
226	15020010879
227	1001026994
227	15020016840
227	15020088159
227	15020062695
229	15020083018
229	1502003121
230	15020066739
230	1502005640
230	15020055937
230	15020069843
232	15020151080
232	1001029209
233	15020150376
233	1001029049
236	20030017154
236	1502001145
236	1502006591
236	15020052487
237	3001157225
237	1001044958
238	2003001204
238	15020021025
238	15020033085
238	15020045203
239	3001153470
239	2003009912
240	15020020335
240	15020074592
241	1001044072
241	15020017490
241	15020065394
241	15020078501
242	1001020915
242	15020023570
243	2003005864
243	15020032295
243	15020057773
243	15020055377
244	2003004276
244	1502005840
244	1502004149
244	15020038192
245	1001051305
245	1502005820
245	1502008431
245	15020012997
246	1502005490
246	15020056153
248	1001046443
248	15020018073
248	15020065866
248	15020085060
249	2501121996
249	1001023244
250	15020013250
250	15020072627
252	20030022816
252	15020054427
253	15020118404
253	100104520
254	1001013350
254	1502007667
254	1502007668
254	15020048671
255	15020057574
255	15020018262
255	15020067013
255	1001011632
256	1001047403
256	15020024628
257	15020015451
257	1502002372
257	1502006009
257	15020067113
258	15020059922
258	15020010554
258	15020015232
258	15020010843
259	1502007449
259	15020071203
259	1001020906
259	1001013243
260	20030023822
260	15020029090
261	1502005389
261	1001012246
263	15020090562
263	15020074861
264	3001141976
264	20030015332
265	3001182854
265	20030011015
266	3001179049
266	2003001687
269	1001022677
269	15020027218
271	1001035999
271	1502001432
271	1502002556
271	15020048647
272	15020122242
272	100105442
273	1001016747
273	1502002833
273	15020014817
273	15020014818
275	250114501
275	100107116
276	2501128675
276	1001017384
277	15020058174
277	1502008218
279	15020150130
279	1001028996
280	15020055587
280	15020011318
282	3001184869
282	2003003521
284	15020058107
284	15020016524
284	15020023024
284	15020016340
285	2003007767
285	15020022523
286	100108170
286	15020016698
287	1001040938
287	150200541
289	3001149192
289	2003001588
289	2003002470
289	2003003025
291	15020129
291	100107
292	2003007189
292	15020016160
293	20030014239
293	1502007617
293	1502007401
293	15020049508
294	15020043913
294	1502008001
295	20030022139
295	15020012919
296	3001146709
296	20030076
296	20030016449
296	20030022287
297	3001187812
297	2003006983
298	15020053184
298	15020029013
298	1001020566
298	1001038166
303	1001045718
303	15020013332
304	15020065128
304	15020010538
304	15020079496
304	1001031944
305	15020068602
305	15020068005
305	15020055058
305	15020072357
307	1001015037
307	15020011212
309	1001030339
309	15020074702
310	3001160726
310	20030014815
311	3001150899
311	2003002738
312	1001033004
312	15020031928
314	1001017446
314	15020016288
315	15020082793
315	15020077108
316	15020073991
316	15020028934
317	100104924
317	15020014711
317	15020016624
317	15020120075
318	15020131962
318	100107893
321	2501121945
321	1001051638
322	1001032654
322	15020059719
323	1001024597
323	15020031192
323	15020031193
323	15020031194
324	1001038286
324	15020053436
325	1001040614
325	15020011283
326	15020052518
326	15020014158
326	1502001627
326	15020039872
327	3001172144
327	1001011635
328	100103377
328	150200908
328	15020028007
328	15020113641
329	15020044306
329	15020021648
329	15020080722
329	15020050564
330	15020050785
330	15020010159
330	15020057356
330	15020081813
332	3001139519
332	2003006258
333	3001159223
333	200300932
333	2003004542
333	2003003930
336	15020022028
336	15020034033
336	15020037468
336	15020056780
337	15020039144
337	15020015121
337	15020053172
337	15020066262
338	1001032312
338	15020041051
338	15020041053
338	3001164664
339	15020060753
339	1502007888
341	1001050360
341	15020069329
343	15020062381
343	1502008429
344	15020057379
344	15020034967
344	15020044957
344	15020054994
345	1001035939
345	15020010851
345	15020048537
345	2501121935
346	20030017807
346	15020073
348	15020067687
348	1001045179
349	1001056154
349	15020050537
349	15020035112
349	15020090582
350	20030012373
350	15020025916
351	3001139745
351	1001054439
351	200300569
351	2003006067
353	15020135143
353	100108697
354	1502003931
354	15020016791
355	1502007936
355	1502004794
356	15020071949
356	15020014470
357	1001038882
357	15020010863
358	15020033607
358	15020065002
358	1001025745
358	10010233
359	1502008781
359	15020012394
361	15020083296
361	15020024955
362	2003008479
362	15020016915
364	20030020555
364	15020017118
366	15020013419
366	15020030102
367	15020051506
367	15020010455
368	15020067904
368	15020015643
369	15020059758
369	15020035220
369	15020048811
369	15020061244
370	2003006844
370	15020022686
374	1001052882
374	15020012823
374	15020083765
374	15020083766
375	150200774
375	15020028221
375	15020033893
375	15020051691
376	1001055486
376	1502001411
376	15020065102
376	15020089228
377	2501118112
377	1001050893
378	1502009682
378	15020012943
378	15020018274
378	15020042327
379	15020052570
379	15020034122
381	3001150190
381	20030017938
382	250112843
382	1001022457
383	2003007922
383	15020015339
384	15020081789
384	15020013591
384	15020055430
384	15020055813
387	2003001771
387	15020016483
389	15020045185
389	15020055380
390	15020070888
390	1502008346
391	15020019341
391	1502005201
392	15020080728
392	15020064989
392	1001012449
392	1001042136
393	20030016961
393	1502005818
394	20030022419
394	3001135455
394	3001187662
394	3001158320
396	1001025407
396	1502005198
397	2501116242
397	1001028665
398	15020070859
398	1001015625
398	1001043838
398	1001051490
400	15020068233
400	15020014305
402	15020010963
402	15020030480
402	15020055652
402	15020079730
404	15020088262
404	15020066093
405	15020148756
405	1001028652
406	1001044462
406	1502008667
407	15020024903
407	15020032968
407	15020033918
407	1001021564
408	1502003282
408	15020089618
409	1001030564
409	15020037433
409	250118402
409	2501119158
410	20030013527
410	1502003871
410	15020012627
410	15020036958
411	2003003198
411	15020018733
412	15020112691
412	100103130
413	2003004729
413	15020024298
413	15020026357
413	15020085762
416	1001027261
416	1502001464
418	3001143093
418	1001049410
419	2003002793
419	15020028575
419	15020074370
419	15020041252
420	200300520
420	3001136018
420	15020043425
420	1502002713
421	3001164010
421	1001055650
421	20030010102
421	20030022202
423	3001154248
423	1001052255
425	3001182618
425	1001014484
428	1001047551
428	15020072742
428	15020072743
428	15020078010
429	15020078933
429	15020034012
430	15020041981
430	15020019920
430	15020031087
430	15020034852
433	3001181162
433	1001024240
434	20030018902
434	15020013977
435	20030017685
435	15020014409
435	15020046967
435	15020047588
436	20030024183
436	15020016534
436	15020010877
436	1502007072
437	200300411
437	15020043390
438	20030013121
438	15020021940
439	15020090127
439	1001013076
441	20030023852
441	15020034533
441	15020066340
441	15020057684
442	15020075650
442	15020049023
442	10010628
442	100102164
444	1001050054
444	15020028324
446	20030065
446	1502007030
447	1001038834
447	15020011514
448	20030022226
448	1502005454
449	1001020852
449	15020023455
450	15020070827
450	15020090513
451	15020148643
451	1001028628
454	1001028436
454	15020026790
454	1502002395
454	15020074318
456	1001023413
456	15020028712
457	1001025137
457	15020032330
457	15020032331
457	15020066100
458	15020071882
458	15020025516
458	15020069404
458	100109949
459	15020113996
459	100103461
460	15020072768
460	15020039507
460	15020061589
460	1001047564
462	2501115518
462	1001047920
463	20030023819
463	15020016812
464	15020122758
464	100105566
466	20030011386
466	15020021413
467	15020029534
467	15020013188
467	15020015210
467	15020019501
468	3001173989
468	1001046490
471	1502006788
471	15020053755
472	3001172241
472	20030010842
473	3001149868
473	2003008049
474	15020011897
474	1502006794
476	1001026243
476	15020058007
476	15020067589
476	15020084298
477	20030017988
477	1502005793
479	250114694
479	1001022785
480	20030022615
480	15020065471
481	15020035241
481	1502005446
481	15020023582
481	15020044341
483	1502009491
483	15020015
483	150200228
483	15020016799
484	100101352
484	1502001999
484	15020018059
484	15020023756
485	1001028953
485	15020010621
487	1001053265
487	15020033012
489	15020126073
489	100106408
490	2501111893
490	10010484
491	20030023467
491	1502009330
492	20030025011
492	15020010829
493	15020026717
493	15020036451
494	200300811
494	1502008378
494	1502009884
494	15020067760
495	15020050286
495	15020025649
495	15020059121
495	15020063466
496	15020076450
496	15020011760
497	3001139556
497	2003008728
497	20030014878
497	20030017203
498	1001043739
498	15020064694
499	1502002178
499	1502009370
499	15020064112
499	15020086670
500	1502005492
500	15020033758
500	15020044790
500	15020059492
501	1502015600
501	100101403
504	1502017994
504	100101992
506	3001178892
506	2003005416
507	1001011315
507	1502004436
507	1502003447
507	1502003450
508	15020054361
508	15020055804
509	15020063222
509	15020034227
510	15020044298
510	15020011583
511	1502008257
511	15020026852
511	15020046104
511	15020062601
512	15020054851
512	1502003661
512	15020042714
512	15020076996
513	3001169054
513	2003002800
513	20030011097
513	20030012907
514	15020066410
514	15020029429
515	3001169424
515	2003002664
516	15020128482
516	100107016
517	15020132634
517	100108072
518	15020074655
518	15020022402
518	150200885
518	15020059377
520	15020117378
520	100104283
521	20030013674
521	1502003605
522	1502004180
522	15020013882
523	15020036109
523	1502007337
523	15020030210
523	15020038295
528	1001029726
528	1502002444
529	15020014045
529	15020027487
530	1502003381
530	15020048949
530	15020045123
530	15020081286
531	3001158632
531	2003001230
531	2003004773
531	20030013906
532	15020036504
532	15020031057
532	15020039492
532	1001030130
533	2003005892
533	1502004392
534	15020081358
534	1502006709
534	15020014988
534	1001051703
535	3001161515
535	2003001593
535	20030018053
535	20030020493
536	1001032613
536	15020052804
536	15020066797
536	15020041682
537	1502002087
537	15020023602
537	15020037121
537	15020073085
538	20030018345
538	15020019153
538	15020060929
538	15020047122
541	15020016771
541	1502003875
542	15020146316
542	1001028047
543	20030077
543	1502005643
543	15020025888
543	15020087019
544	15020141266
544	1001026781
545	3001179710
545	20030010612
547	1001038878
547	15020026290
548	3001155287
548	20030025083
549	15020038714
549	15020073006
549	15020054587
549	15020077642
551	20030018919
551	15020012785
551	15020065588
551	15020062942
552	15020015006
552	15020023922
553	20030024087
553	15020015150
554	3001158064
554	2003001631
556	15020040269
556	15020012374
557	20030024336
557	15020023305
557	15020023849
557	15020059246
558	3001163685
558	2003002258
559	3001175238
559	20030012
560	20030021939
560	1502002190
560	15020020821
560	15020078816
561	20030018145
561	1502001156
562	200300902
562	1502005653
563	20030016353
563	1502009645
563	15020050222
563	15020080865
567	1001037117
567	15020050977
569	1001025410
569	15020032455
570	15020014714
570	15020065205
571	3001152653
571	20030018988
573	15020127241
573	100106699
574	1001017213
574	15020013333
575	3001132554
575	2003008448
576	1001047456
576	15020029483
576	15020061681
576	15020064451
577	15020066183
577	1502009649
578	15020123380
578	100105715
579	15020021269
579	1502005395
579	15020061038
579	15020061372
581	15020035953
581	1502004423
581	15020051343
581	1001011690
582	15020066988
582	150200449
582	15020045329
582	15020055066
583	15020014398
583	15020027804
583	15020030412
583	15020088876
584	15020016911
584	1502009478
587	15020037401
587	1502003264
588	1001046687
588	1502008378
588	15020085300
588	15020070864
589	1001016198
589	15020029515
590	15020012894
590	1502008337
591	100103394
591	15020022429
592	1001039453
592	15020025521
593	20030018847
593	15020040023
595	3001169796
595	1001024128
596	1001034994
596	15020039703
596	15020041068
596	15020057959
597	20030011657
597	15020058659
597	15020064761
597	15020059398
598	2501117308
598	1001011709
598	100101714
598	1001034521
599	1001016861
599	1502005248
599	15020015056
599	15020015057
600	15020031090
600	15020050735
602	2501117012
602	100105772
604	2003001947
604	1502005467
605	1001021094
605	15020023937
606	3001134571
606	1001029114
607	2003001567
607	15020017154
607	15020029239
607	15020055796
608	20030018586
608	15020063192
609	15020146439
609	1001028075
611	1001047941
611	15020032980
611	15020073548
611	15020040894
612	100108802
612	15020135567
612	15020135568
612	2501116580
613	15020074488
613	1001021903
614	15020076364
614	15020036943
615	20030012015
615	15020028509
615	15020021455
615	15020036934
616	15020017723
616	15020024618
616	15020080448
616	15020042961
617	15020055445
617	15020032049
619	1001025132
619	1502006941
620	3001132613
620	20030024436
622	1001046392
622	15020022245
624	250119520
624	1001040539
625	20030021285
625	15020030573
625	15020071113
625	15020035794
627	15020083921
627	15020036721
628	1001013297
628	15020016801
628	1502007551
628	1502007553
629	15020047667
629	15020036817
629	15020055118
629	15020078652
630	1001039436
630	15020011154
630	15020013609
630	15020055784
631	3001138308
631	2003005402
631	20030012754
631	20030017477
633	250116355
633	100101764
633	1001051314
633	1001037524
634	1001039652
634	15020017838
634	15020024445
634	150200688
635	3001159686
635	2003006592
636	3001157901
